ID,Cohort,Program,College,major_2,concentration_1,hrs_enrolled,gender,state,ipeds_ethnicity,resid_commuter_sts,sport_1,sport_1_b,sport_2,sport_2_b,first_gen,hs_gpa,pell_eligible,ret_label,ret_label_b
1753,79,5,1,0,0,17,0,14,6,2,10,1,5,0,0,3.74,0,3,1
1757,79,29,1,0,0,15,0,14,6,0,25,0,5,0,1,3.89,0,3,1
1759,79,9,3,0,0,16,0,14,6,2,25,0,5,0,0,3.95,0,3,1
1761,79,44,2,0,0,15,1,14,6,2,25,0,5,0,1,3.75,0,3,1
1762,79,52,1,0,0,15,1,14,6,2,25,0,5,0,0,3.72,0,3,1
1767,87,24,2,0,0,16,1,14,6,2,25,0,5,0,0,4,1,3,1
1768,87,24,2,0,0,16,1,14,6,2,25,0,5,0,0,4,1,3,1
1769,87,44,2,0,0,15,1,14,6,2,25,0,5,0,1,3.88,0,3,1
1770,87,16,3,0,0,14,0,14,6,2,25,0,5,0,0,4,0,0,0
1771,87,33,2,0,0,16,1,14,6,2,25,0,5,0,0,3.34,0,3,1
1772,87,44,2,0,0,15,1,14,6,2,25,0,5,0,0,3.75,1,3,1
1773,87,52,1,0,0,16,1,14,6,2,25,0,5,0,1,3.95,1,3,1
1774,87,33,2,0,0,16,1,14,6,2,25,0,5,0,1,4,1,3,1
1775,87,49,2,0,0,16,1,14,2,2,23,1,5,0,1,3.75,1,3,1
1776,87,29,1,0,0,15,1,14,6,2,25,0,5,0,0,4,0,3,1
1804,79,49,2,0,1,16,1,14,6,2,25,0,5,0,1,3.85,1,0,0
1805,79,59,0,0,0,16,0,14,6,2,25,0,5,0,0,2.65,1,3,1
1810,79,33,2,0,0,16,1,11,2,2,25,0,5,0,0,3.96,0,3,1
1811,79,52,1,0,0,16,0,11,6,2,25,0,5,0,0,3.15,0,3,1
1814,87,44,2,0,0,15,0,11,6,2,5,1,5,0,1,3.65,0,3,1
1818,87,59,0,0,0,16,1,5,6,2,25,0,5,0,1,2.97,0,0,0
1822,87,31,2,0,0,16,0,17,1,2,5,1,5,0,0,3.58,0,3,1
1824,79,49,2,0,1,13,1,12,6,2,24,1,5,0,0,3.95,0,3,1
1825,79,46,1,0,0,15,1,12,6,2,23,1,5,0,0,3.76,0,3,1
1826,79,13,3,0,1,15,0,12,6,2,7,1,5,0,1,3.98,0,3,1
1827,79,49,2,0,0,16,1,12,6,2,19,1,5,0,1,3.87,0,3,1
1832,87,52,1,0,0,16,1,12,4,2,25,0,5,0,0,2.85,0,0,0
1833,87,49,2,0,0,12,1,12,6,2,24,1,5,0,0,3.35,0,3,1
1834,87,13,3,0,0,15,0,12,2,2,9,1,5,0,0,2.85,1,3,1
1835,87,57,3,0,0,15,0,12,6,2,12,1,5,0,0,3.35,0,3,1
1836,87,46,1,0,0,16,0,12,6,2,7,1,5,0,0,3.5,0,3,1
1837,87,37,1,0,0,16,0,12,6,2,7,1,5,0,0,3.75,1,3,1
1853,79,4,1,0,0,14,1,12,6,2,25,0,5,0,0,3.59,1,3,1
1856,79,32,2,0,0,17,1,14,6,2,25,0,5,0,1,3.65,0,3,1
1858,79,13,3,0,0,15,1,12,6,2,25,0,5,0,0,3.875,1,1,0
1859,79,49,2,0,0,16,1,12,2,2,25,0,5,0,1,3.35,0,0,0
1864,79,52,1,0,0,14,1,14,6,2,25,0,5,0,1,3.7,1,3,1
1866,79,4,1,0,1,16,1,14,6,2,25,0,5,0,0,3.72,1,3,1
1867,79,4,1,0,0,14,1,14,6,2,25,0,5,0,0,3.71,0,1,0
1872,79,59,0,0,1,15,1,14,6,2,25,0,5,0,0,3.91,0,3,1
1873,79,27,1,0,0,13,1,14,6,2,25,0,5,0,1,3.63,0,3,1
1874,79,49,2,0,1,16,1,14,6,2,23,1,5,0,0,3.79,1,3,1
1876,79,59,0,0,0,16,1,14,6,2,25,0,5,0,0,3.5,1,0,0
1877,79,22,1,0,0,15,0,14,6,2,25,0,5,0,0,3,1,3,1
1878,79,52,1,0,0,16,1,14,6,2,25,0,5,0,1,3.35,1,0,0
1879,79,49,2,0,0,16,1,14,6,2,25,0,5,0,0,3.35,0,3,1
1884,79,49,2,0,0,14,1,14,6,2,25,0,5,0,1,4,1,3,1
1886,87,37,1,0,0,13,0,14,6,2,25,0,5,0,1,2.9,1,3,1
1887,87,16,3,0,0,15,1,14,6,2,25,0,5,0,0,3.67,0,3,1
1888,87,44,2,0,0,12,1,14,6,2,0,1,5,0,0,3.5,1,3,1
1889,87,34,3,0,0,15,1,14,6,2,25,0,5,0,1,3.88,0,3,1
1890,87,38,1,0,0,15,0,14,6,2,25,0,5,0,0,3.35,0,3,1
1911,87,4,1,0,0,18,1,11,2,2,25,0,5,0,1,3.82,0,3,1
1912,87,4,1,0,0,15,1,11,6,2,14,1,5,0,0,3.72,0,3,1
1916,79,44,2,0,0,15,1,11,2,2,0,1,5,0,0,3.29,1,3,1
1917,87,57,3,0,0,15,0,3,1,2,5,1,2,1,1,3.15,1,3,1
1918,87,57,3,0,0,15,0,3,6,2,5,1,5,0,0,3.65,0,3,1
1919,87,57,3,0,0,15,0,3,6,2,2,1,5,0,0,4,1,3,1
1921,87,33,2,0,0,16,1,11,6,2,25,0,5,0,0,3.84,0,3,1
1922,87,57,3,0,0,15,0,11,6,2,5,1,5,0,0,3.13,0,3,1
1923,87,17,3,0,0,15,1,11,6,2,0,1,5,0,1,3.83,0,3,1
1924,87,59,0,0,0,16,0,11,6,2,7,1,5,0,0,3,0,3,1
1925,87,59,0,0,0,16,0,11,6,2,5,1,5,0,1,3.15,1,3,1
1940,87,5,1,0,0,14,1,14,6,2,25,0,5,0,0,4,0,0,0
1941,79,4,1,0,1,17,1,14,6,2,15,1,4,1,0,3.96,0,3,1
1944,87,44,2,0,0,15,1,12,6,2,25,0,5,0,1,3.88,1,3,1
1945,87,24,2,0,0,16,1,12,6,2,19,1,5,0,0,3.65,1,3,1
1950,87,49,2,0,0,16,1,1,6,2,13,1,5,0,0,2.85,0,0,0
1951,79,37,1,0,0,15,0,12,6,2,11,1,5,0,0,3.5,0,3,1
1953,87,46,1,0,0,16,1,12,6,2,25,0,5,0,0,3.88,0,3,1
1954,87,49,2,0,0,16,1,12,6,2,25,0,5,0,1,3.88,0,3,1
1958,79,5,1,0,1,15,1,14,6,2,22,1,5,0,0,3.87,0,3,1
1959,87,4,1,0,0,15,0,14,2,2,8,1,5,0,0,4,0,0,0
1961,87,54,1,0,1,15,1,11,6,2,14,1,5,0,0,3.88,0,3,1
1963,79,57,3,0,0,15,0,14,6,2,8,1,5,0,0,3.5,0,3,1
1965,87,17,3,0,0,15,0,11,6,2,7,1,5,0,0,3.07,0,3,1
1966,87,29,1,0,0,15,0,11,6,2,2,1,5,0,0,3.71,0,3,1
1967,87,59,0,0,0,16,0,11,6,2,25,0,5,0,1,3.69,0,0,0
1969,87,15,3,0,0,15,1,14,6,2,25,0,5,0,1,3.35,0,0,0
1970,87,59,0,0,0,15,0,14,6,2,8,1,5,0,0,3.35,1,3,1
1978,79,47,2,0,1,16,1,14,6,2,21,1,4,1,1,3.8,1,3,1
1981,79,39,1,0,0,15,0,17,2,2,25,0,5,0,1,2.88,0,0,0
1986,87,4,1,0,0,15,0,11,6,2,2,1,5,0,0,3.54,0,3,1
1988,79,0,3,0,0,15,0,11,6,2,4,1,2,1,0,3.7,0,3,1
1990,87,32,2,0,0,16,0,11,6,2,5,1,5,0,0,3.88,0,3,1
1991,87,57,3,0,0,15,0,11,6,2,5,1,5,0,0,3.15,1,0,0
1992,87,56,2,0,0,15,0,11,6,2,5,1,5,0,0,3.35,1,0,0
1997,79,19,1,0,0,16,1,8,6,2,25,0,5,0,1,3.52,0,0,0
1998,87,59,0,0,0,16,1,14,2,2,18,1,5,0,1,2.4,1,0,0
1999,79,36,1,0,0,18,0,14,6,2,25,0,5,0,1,3,0,1,0
2000,79,50,2,0,0,18,1,14,4,2,15,1,4,1,0,3.85,0,3,1
2003,79,28,1,0,0,15,0,12,6,2,12,1,5,0,0,3.15,0,3,1
2005,79,24,2,0,0,14,1,14,6,2,25,0,5,0,0,3.15,1,3,1
2007,79,24,2,0,0,14,1,14,6,2,25,0,5,0,1,3.35,0,1,0
2011,87,44,2,0,0,15,1,14,6,2,25,0,5,0,1,3.5,1,3,1
2012,87,52,1,0,0,15,1,14,4,2,25,0,5,0,0,2.97,1,3,1
2013,87,35,3,0,0,15,0,14,6,2,25,0,5,0,1,4,1,3,1
2014,87,22,1,0,0,16,0,14,6,2,25,0,5,0,0,3.67,0,3,1
2015,87,59,0,0,0,15,0,14,1,2,5,1,5,0,1,2.3,1,3,1
2031,79,55,1,0,0,15,1,12,6,2,15,1,4,1,0,3.88,1,3,1
2034,79,49,2,0,0,16,0,12,6,2,25,0,5,0,0,3.36,0,3,1
2037,87,4,1,0,0,15,0,14,6,0,2,1,5,0,0,3.95,0,3,1
2042,87,56,2,1,0,15,1,14,6,2,25,0,5,0,1,3.5,1,3,1
2045,79,9,3,0,0,16,0,14,6,0,25,0,5,0,1,3.65,0,3,1
2046,79,44,2,0,0,15,1,14,2,0,25,0,5,0,1,3.65,1,3,1
2047,79,25,2,0,0,15,1,14,6,0,25,0,5,0,1,3,1,0,0
2048,79,59,0,0,0,13,1,14,6,0,25,0,5,0,1,2.79,1,0,0
2049,79,59,0,0,0,15,1,14,6,0,25,0,5,0,1,3.93,0,3,1
2050,79,59,0,0,0,16,1,14,2,0,25,0,5,0,1,3.35,0,0,0
2051,79,59,0,0,0,16,1,14,6,0,25,0,5,0,1,2.65,1,0,0
2052,87,44,2,0,0,15,1,12,6,2,16,1,5,0,0,3.5,0,0,0
2057,87,33,2,0,0,15,1,14,6,2,25,0,5,0,0,4,0,3,1
2058,87,52,1,0,0,15,1,14,6,0,23,1,5,0,1,3.35,1,3,1
2059,87,7,3,0,0,15,0,14,6,0,2,1,5,0,0,3.15,0,3,1
2060,87,49,2,0,0,16,1,14,6,2,25,0,5,0,0,3.88,1,3,1
2061,87,8,3,0,0,16,0,14,6,0,5,1,5,0,1,3.88,1,3,1
2062,87,13,3,0,0,15,0,14,6,0,8,1,5,0,0,4,1,3,1
2063,87,40,1,0,0,15,0,14,6,0,12,1,5,0,1,0,1,0,0
2084,87,4,1,0,0,15,1,14,4,2,14,1,5,0,0,4,0,3,1
2086,79,37,1,0,0,15,0,14,6,2,12,1,5,0,0,2.9,0,3,1
2088,87,35,3,0,0,16,0,14,6,2,5,1,0,1,0,3.95,0,3,1
2089,87,44,2,0,0,15,1,14,6,2,25,0,5,0,0,3.88,0,3,1
2090,87,52,1,0,0,14,0,14,6,2,25,0,5,0,1,3.9,1,0,0
2091,87,41,1,0,0,15,0,14,2,2,5,1,2,1,0,2.22,1,3,1
2092,87,41,1,0,0,15,0,14,6,2,7,1,5,0,0,3.02,0,0,0
2093,87,49,2,0,0,16,1,14,6,2,25,0,5,0,0,3.75,0,0,0
